,actor1,assoc_actor_1,actor2,assoc_actor_2,collab_events,mon_yr,notes,event_id_cnty,event_id_no_cnty
425036,Protesters (Kenya),Students (Kenya),Gov(Kenya),,,2018-09,"From September 24th - 26th, students demonstrated against fee increases at the University of Machakos (Machokos). Police dispersed protesters with tear gas on Monday 24th; arrested a student leader on the 25th; and again dispersed protesters on the 26th (the source does not specify how). The University was indefinitely closed as of Sep 26th.",KEN6671,6671
425421,Protesters (Democratic Republic of Congo),Students (Democratic Republic of Congo); LUCHA: Fight for Change,Gov(DRC),,,2018-09,"On 24 September 2018, students and LUCHA activists demonstrated in Beni city (Beni, Nord-Kivu) over the deaths of two in their number. The PNC shot tear gas cannisters to disperse the demonstrators. [size=no report]",DRC14152,14152
427791,Protesters (Mozambique),RENAMO: Mozambican National Resistance,Gov(Mozambique),,1,2018-09,"On September 19th, police in Zambezia fired live ammunition during a march at Quelimane airport in support of the banned RENAMO candidate, Manuel de Araujo, after Araujo disembarked from a plane. The march resumed after the scuffle.",MZM922,922
427974,Protesters (Ghana),Labour Group (Nigeria),,,,2018-09,"On 18 September, Nigerian business owners protested against the authories' closure of their businesses. They issued a week ultimatum to resolve what they called the 'maltreatment' of the Nigerian business community in Ghana.",GHA649,649
428245,Protesters (Ethiopia),Oromo Ethnic Group (Ethiopia),,,,2018-09,17 September. Residents of Burayu from the Oromo community held massive protests condemning the killing of innocent civilians in Burayu by Oromo youths.,ETH4846,4846
428409,Protesters (Nigeria),Women (Nigeria),,,,2018-09,17 September. Women in Ogbozinne demonstrated against the detainment of Rev. Okafor on 14/09. The protesters alleged police and security officers have placed the village under 'siege' and abducted Okafor to prevent him from testifying on a murder case. Coordinates for this location are approximate. ,NIG13127,13127
428819,Protesters (Chad),Labour Group (Chad),Gov(Chad),,,2018-09,"On September 17, green belt employees staged a protest outside the treasury in NDjamena, claiming unpaid wages and social benefits, the protest was violently dispersed by security forces who fired tear gas, three protesters were wounded and three arrested.",CHA726,726
430313,Protesters (Nigeria),IPOB: Indigenous Peoples of Biafra,,,1,2018-09,"14 September. IPOB members protest in Onitsha of Anambra State against government violence, arrests and Operation Python Dance 3. Protesters demanded civilians stay at home during the demonstration. [size=no report]",NIG14374,14374
430386,Protesters (Nigeria),MASSOB: Movement for the Actualization of a Sovereign State of Biafra,,,1,2018-09,13 September. MASSOB held a protest in Yenagoa to celebrate the anniversary of its establishment.,NIG13099,13099
430523,Protesters (Nigeria),MASSOB: Movement for the Actualization of a Sovereign State of Biafra,Gov(Nigeria),,1,2018-09,"13 September. MASSOB held a protest in Nsukka to celebrate the anniversary of the groups establishment. Approximately 200 members attended, but the peaceful protest was stopped by police and security officers who arrested members and seized property belonging to the group and its members.",NIG13100,13100
431168,Protesters (Algeria),Students (Algeria),,,,2018-09,"On September 12th, medical students demonstrated outside the Ministry of Education in Algiers, in protest of the refusal of the Ministry to allow many students to complete their degree, owing to strike action they had undertaken.",ALG5471,5471
432167,Protesters (Nigeria),PDP: Peoples Democratic Party,,,,2018-09,10 September. Over 200 members of the PDP stormed the party headquarters in Cross River state to protest automatic tickets to party incumbents.,NIG13091,13091
432580,Protesters (Central African Republic),Women (Central African Republic),,,,2018-09,"10 September. Women in Bria protested against the killing of civilians in the town the week prior. The protesters demanded the deployment of FACA to the town, as well as the removal of MINUSCA chief of staff, head of security and head of communication at the Bria base over their failure to protect civilians.",CEN4197,4197
433351,Protesters (Algeria),Mouwatana Mouvement,Gov(Algeria),,,2018-09,"On 8 September, activists from the Mouwatana movement wanted to protest in Constantine but were blocked from doing so by police who moved dumpsters and trucks into the city's main squares to prevent the protest from happening. A number of activists were arrests.",ALG5470,5470
435256,Protesters (Nigeria),Journalists (Nigeria),,,,2018-09,05 September. Employees of the Kwara State Broadcasting Corporation closed the station and protested over the state's plans to cancel the radio station.,NIG13076,13076
435713,Protesters (South Sudan),Refugees/IDPs (South Sudan),,,,2018-09,"On September 4th, South Sudanese refugees based in the Bidi Bidi refugee camp (Yumbe district) organised a peaceful protests in response to a lack of food rations (which one refugee claimed had not been delivered for two months).",UGA5187,5187
436466,Protesters (International),Migrants (International),Gov(Morocco),,,2018-09,"On the weekend of 2 August, African migrants protested outside the prosecutor's office in Tangiers but were blocked by police.",MOR1399,1399
437168,Protesters (Democratic Republic of Congo),EPC: Together for Change,Gov(DRC),,,2018-09,01 September 2018. Police forces intervened in a Together for Change political rally in Lubumbashi. One person was killed and at least nine others were arrested. [size=no report],DRC14145,14145
438930,Protesters (Sudan),Students (Sudan),Gov(Sudan),,,2018-08,"From 27th to 30th August, students staged a sit-in protest at the University of El Gedaref (Gedaref state), following protests earlier in the month. The students were demonstrating against deteriorating conditions in the Faculty of Medicine.Ten students were arrested by security services (recorded here as Police Forces) on the 28th August, before being released that night, amidst reports of security forces beating protesters, on or around the same day. On 30th August, university administrators announced the indefinite suspension of classes in the faculty.",SUD11474,11474
439031,Protesters (Nigeria),The Eiye Confraternity,Gov(Nigeria),,,2018-08,28 August. Eiye cult group members protest in Ketu of Epe LGA over the arrest of some of their members. Police intervene and kill one protester.,NIG14076,14076
439745,Protesters (Sudan),Students (Sudan),,,,2018-08,"From 27th to 30th August, students staged a sit-in protest at the University of El Gedaref (Gedaref state), following protests earlier in the month. The students were demonstrating against deteriorating conditions in the Faculty of Medicine. On 30th August, university administrators announced the indefinite suspension of classes in the faculty.",SUD11473,11473
440791,Protesters (Nigeria),Journalists (Nigeria),,,,2018-08,"24 August. Protesters gathered in Ibadan to protest against the demolition of a radio station. The state government demolished the radio station, citing improper permits. However, the owner was challenging the order in court as the property did have a business permit. Some have alleged that the demolition was politically motivated.",NIG13024,13024
441627,Protesters (Nigeria),IPOB: Indigenous Peoples of Biafra; Women (Nigeria),Gov(Nigeria),,1,2018-08,"On 22 August, women protested against the continued disappearance of leader of the Indigenous Peoples of Biafra (IPOB) in Owerri, Imo. At least 127 Pro-Biafra female protesters were arrested. They were acquitted the following week.",NIG13013,13013
442205,Protesters (Burundi),CNDD-FDD-Imbonerakure: National Council for the Defence of Democracy (Imbonerakure Faction),,,,2018-08,"Imbonerakure from three areas of Mwakiro commune in Muyinga province demonstrated and marched with war slogans on August 21, 2018 in their areas of the commune. The demonstrators sang that they are ready to face any invasion by an enemy.",BUR8461,8461
442545,Protesters (Nigeria),Students (Nigeria),,,,2018-08,"On 20 August, students of the Edo State College of Agriculture took to the streets in Iguoriakhi, Benin to protest the continued closure of their institution.",NIG13011,13011
442665,Protesters (Nigeria),BZM: Biafra Zionist Movement,Gov(Nigeria),,,2018-08,"20 August. 50 members of BZM and its leader, Barr. Benjamin Onwuka, protest over Biafra sovereignty in Enugu of Enugu North LGA by marching to the Bissala Road entrance to the Government House by police. All 50 members and the leader were arrested. [size=51]",NIG14367,14367
443830,Protesters (Nigeria),Women (Nigeria),Gov(Nigeria),,,2018-08,"17 August. Owerri Police in Imo state tear gassed over 2,000 pro-Biafra women protesting in Owerri. Some of them were also said to have been arrested by the police.",NIG12996,12996
444063,Protesters (Nigeria),Journalists (Nigeria),,,,2018-08,"16 August. Protesters marched on the Louis Edet House Force Headquarters, Abuja to demand the release of Premium Times Security Sector reporter Samuel Ogundipe.",NIG12991,12991
444308,Protesters (Sudan),Women (Sudan),,,,2018-08,"On August 16th, dozens of women met at the Ministry of Education in Khartoum to protest the death of 22 schoolgirls and 1 woman who drowned in a boat accident the previous day, as well as the deaths of 3 girls who died in Omdurman following the collapse of a wall.",SUD11466,11466
